2222.519766435,26,47385,37,87,61,1012,F,30,29,39,779,766,0,0,0
2223.2106666305,26,48076,37,87,61,1020,F,30,29,36,646,627,0,0,0
2223.403693362,26,48269,38,87,61,1024,F,30,29,0,0,0,40,609,595
2223.6846769235,26,48550,36,87,61,1012,F,30,29,37,750,746,0,0,0
2223.8874278804997,26,48753,36,87,61,1020,F,30,29,39,595,582,0,0,0
2224.089959594,26,48956,36,87,61,1012,F,30,29,37,499,494,0,0,0
2224.2743962615004,26,49141,36,87,61,1020,F,30,29,37,494,479,0,0,0
2224.475285118,26,49341,36,87,61,1016,F,30,29,37,385,382,0,0,0
2225.6848496430002,26,50552,36,87,61,1016,F,30,29,37,764,761,0,0,0
2225.846572119,26,50713,38,87,61,1028,F,30,29,0,0,0,35,703,688
2226.0071196010003,26,50874,39,87,61,1008,F,30,29,37,471,469,0,0,0
2226.1980115255,26,51065,42,87,61,1012,F,30,29,39,416,397,0,0,0
2226.3581463785004,26,51225,38,87,61,1040,F,30,29,0,0,0,37,445,422
2226.518293315,26,51385,38,87,61,1032,F,30,29,41,453,438,0,0,0
2226.679559856,26,51547,40,87,61,1016,F,30,29,42,507,497,0,0,0
2226.8400857495,26,51707,41,87,61,1032,F,30,29,0,0,0,34,476,459
2227.000435055,26,51868,42,87,61,1032,F,30,29,0,0,0,35,528,519
2227.1606158715003,26,52028,37,87,61,1036,F,30,29,0,0,0,39,523,507
2227.3507201955,26,52218,36,87,61,1020,F,30,29,42,571,537,0,0,0
2227.5101562755,26,52378,38,87,61,1020,F,30,29,43,551,537,0,0,0
2227.671616618,26,52539,41,87,61,1028,F,30,29,0,0,0,42,584,565
2227.832881805,26,52701,40,87,61,1036,F,30,29,0,0,0,34,649,631
2227.9929987675,26,52860,39,87,61,1032,F,30,29,36,605,591,0,0,0
2228.1532003135,26,53021,35,87,61,1028,F,30,29,0,0,0,37,631,614
2228.313825477,26,53182,43,87,61,1004,F,30,29,41,503,483,0,0,0
2228.4742019699997,26,53342,39,87,61,1032,F,30,29,0,0,0,41,577,565
2228.6349010655,26,53503,43,87,61,1008,F,30,29,36,600,587,0,0,0
2228.796243596,26,53664,36,87,61,1024,F,30,29,42,559,548,0,0,0
2228.9570211025,26,53825,35,87,61,1032,F,30,29,0,0,0,39,512,502
2229.1174604079997,26,53985,43,87,61,1012,F,30,29,44,561,549,0,0,0
2229.276962842,26,54145,42,87,61,1012,F,30,29,44,574,568,0,0,0
2229.4371636065,26,54306,45,87,61,1012,F,30,29,36,604,589,0,0,0
2229.5968126555,26,54465,36,87,61,1220,F,30,29,36,657,650,0,0,0
2229.7571919085003,26,54625,43,87,61,1012,F,30,29,44,556,552,0,0,0
2229.9190670404996,26,54787,42,87,61,1024,F,30,29,43,572,565,0,0,0
2230.0812613375,26,54950,42,87,61,1048,F,30,29,36,509,496,0,0,0
2230.241464498,26,55111,40,87,61,1032,F,30,29,0,0,0,35,596,569
2230.4025267690004,26,55271,36,87,61,1036,F,30,29,43,573,545,0,0,0
2230.562561102,26,55431,36,87,61,1024,F,30,29,38,626,606,0,0,0
2230.7226430655,26,55592,36,87,61,1020,F,30,29,44,530,521,0,0,0
2230.8826617995,26,55752,37,87,61,1012,F,30,29,36,503,477,0,0,0
2231.045408073,26,55915,42,87,61,1008,F,30,29,36,435,421,0,0,0
