149.943915197,0,21189,71,72,0,1024,F,0,35,72,2120,1618,35,53183
150.69878969,0,21945,72,72,0,1232,F,0,35,0,0,0,71,2373
151.189271168,0,22435,71,72,0,1048,F,0,35,72,1285,410,71,409
153.569652797,0,24817,71,72,0,1028,F,0,35,72,1163,410,71,2587
154.55440707,0,25802,71,72,0,1028,F,0,35,0,0,0,0,0
155.081977783,0,26330,72,72,0,1024,F,0,35,0,0,0,71,1922
155.573754275,0,26822,72,72,0,1024,F,0,35,0,0,0,0,0
156.064485535,0,27313,71,72,0,1040,F,0,35,72,1133,441,0,0
156.555805835,0,27804,71,72,0,1020,F,0,35,0,0,0,0,0
157.047581366,0,28297,71,72,0,1028,F,0,35,0,0,0,0,0
157.539519792,0,28789,72,72,0,1216,F,0,35,0,0,0,71,1916
158.031207802,0,29281,72,72,0,856,F,0,35,0,0,0,0,0
158.740985353,0,29991,71,72,0,1016,F,0,35,72,1579,243,0,0
159.233586543,0,30484,71,72,0,1056,F,0,35,0,0,0,70,597
159.725092738,0,30976,69,72,0,1128,F,0,35,71,832,417,0,0
160.218299294,0,31469,70,72,0,1032,F,0,35,71,429,283,69,759
160.708546382,0,31960,75,75,0,1140,F,0,35,0,0,0,70,773
163.163090505,0,34415,76,78,0,1192,F,0,35,78,1652,1493,74,2457
163.654665021,0,34908,67,78,0,1040,F,0,35,76,714,531,0,0
164.146681621,0,35399,76,78,0,1032,F,0,35,0,0,0,65,595
164.636620364,0,35890,79,79,0,1024,F,0,35,0,0,0,0,0
165.127356032,0,36380,76,79,0,1040,F,0,35,79,776,469,0,0
165.619176232,0,36873,69,79,0,1036,F,0,35,0,0,0,62,373
166.111508826,0,37365,63,79,0,1024,F,0,35,69,666,518,60,289
166.603388769,0,37858,71,79,0,1020,F,0,35,75,285,267,65,425
167.135748813,0,38390,83,84,0,1020,F,0,35,84,165,149,71,666
167.627246208,0,38882,78,84,0,1056,F,0,35,71,369,340,69,327
168.118699281,0,39373,80,88,0,1024,T,0,35,88,314,239,0,0
168.612982116,0,39868,79,88,0,996,T,0,35,74,298,273,73,430
169.104103083,0,40359,70,88,0,1024,T,0,35,83,504,364,0,0
169.635375953,0,40891,71,88,0,1024,T,0,35,71,634,512,70,788
170.127145804,0,41383,83,88,0,1000,T,0,35,0,0,0,0,0
170.619882763,1,2780,70,88,88,968,F,35,35,84,601,577,68,144
171.422452609,1,3583,76,88,88,1024,F,35,35,73,690,604,67,845
171.913372702,1,4074,74,88,88,1052,F,35,35,77,605,494,0,0
172.406304119,1,4567,70,88,88,1132,F,35,35,0,0,0,0,0
172.897300439,1,5058,71,88,88,936,F,35,35,0,0,0,70,656
173.388459549,1,5550,73,88,88,1024,F,35,35,0,0,0,0,0
173.879929022,1,6041,72,88,88,1188,F,35,35,73,930,415,0,0
174.37251175,1,6535,74,88,88,1164,F,35,35,0,0,0,72,908
174.863058182,1,7025,75,88,88,928,F,35,35,0,0,0,0,0
175.353427716,1,7516,77,88,88,1200,F,35,35,0,0,0,0,0
175.842824259,1,8005,77,88,88,1184,F,35,35,0,0,0,0,0
176.333861997,1,8497,79,88,88,1024,F,35,35,0,0,0,0,0
176.824991716,1,8988,73,88,88,1024,F,35,35,81,487,406,0,0
177.315186751,1,9479,71,88,88,1044,F,35,35,75,318,294,72,572
177.805852386,1,9969,76,88,88,1024,F,35,35,83,280,219,70,605
178.297413359,1,10461,83,88,88,1228,F,35,35,0,0,0,74,511
178.786733427,1,10952,83,88,88,1008,F,35,35,83,697,547,76,500
179.277344171,1,11442,70,88,88,1024,T,35,35,86,485,303,0,0
179.770013714,1,11935,79,88,88,1020,T,35,35,81,310,245,70,688
180.33996556,2,1457,72,88,86,1052,F,67,35,83,545,420,67,317
182.002993002,2,3121,73,88,86,1024,F,67,35,79,893,825,67,465
182.535879405,2,3654,76,88,86,1032,F,67,35,79,299,232,76,412
183.028001433,2,4147,71,88,86,1020,F,67,35,0,0,0,70,470
183.521107524,2,4640,68,88,86,1072,F,67,35,71,727,506,0,0
184.011768101,2,5131,67,88,86,1052,F,67,35,0,0,0,0,0
184.543002354,2,5662,67,88,86,1056,F,67,35,68,647,633,67,776
185.033898037,2,6153,59,88,86,1024,F,67,35,0,0,0,0,0
185.524713308,2,6644,52,88,86,960,F,67,35,0,0,0,0,0
186.016057639,2,7136,55,88,86,1088,F,67,35,0,0,0,52,658
186.507538666,2,7628,59,88,86,1024,F,67,35,0,0,0,0,0
186.997653785,2,8118,67,88,86,988,F,67,35,62,234,218,59,445
187.491396945,2,8613,78,88,86,1020,F,67,35,76,443,427,71,350
187.983248286,2,9104,76,88,86,1012,F,67,35,79,607,490,76,402
188.474826142,2,9596,79,88,86,1008,F,67,35,81,506,370,71,327
188.96756785,2,10089,71,88,86,1020,F,67,35,79,630,468,63,297
189.498249986,2,10620,79,88,86,1008,F,67,35,83,314,186,79,474
189.989047405,2,11111,79,88,86,1028,F,67,35,78,390,334,74,287
190.479405243,2,11602,78,88,86,1024,F,67,35,79,676,480,71,436
191.028775123,2,12152,75,88,86,1024,F,67,35,78,769,590,60,454
191.520981061,2,12644,80,88,86,1044,F,67,35,81,430,200,0,0
192.01360731,2,13137,86,88,86,840,T,67,35,0,0,0,71,471
192.505213877,2,13628,83,88,86,1004,T,67,35,86,639,480,0,0
192.997371015,2,14121,71,88,86,1052,T,67,35,0,0,0,0,0
193.528991574,2,14653,75,88,86,1040,T,67,35,77,246,210,71,723
194.019078434,3,2076,71,88,86,936,F,52,35,76,383,371,67,271
194.846401236,3,2903,70,88,86,1036,F,52,35,80,666,659,68,946
195.337318803,3,3395,67,88,86,1012,F,52,35,0,0,0,0,0
195.828587176,3,3885,82,88,86,1020,F,52,35,0,0,0,66,607
196.320048703,3,4378,82,88,86,996,F,52,35,83,560,167,0,0
196.811825074,3,4869,62,88,86,1024,F,52,35,0,0,0,0,0
197.302622698,3,5361,76,88,86,1024,F,52,35,0,0,0,62,641
197.794222198,3,5852,83,88,86,1020,F,52,35,84,399,235,0,0
198.286959301,3,6346,83,88,86,1020,F,52,35,0,0,0,0,0
198.778009012,3,6836,83,88,86,1028,F,52,35,0,0,0,0,0
199.269752421,3,7329,83,88,86,1024,F,52,35,0,0,0,0,0
199.761633125,3,7820,81,88,86,1024,F,52,35,0,0,0,0,0
200.253377345,3,8313,81,88,86,1020,F,52,35,0,0,0,0,0
200.744295084,3,8804,81,88,86,1196,F,52,35,0,0,0,0,0
201.234963346,3,9295,81,88,86,1024,F,52,35,0,0,0,0,0
201.726140411,3,9786,80,88,86,1088,F,52,35,0,0,0,0,0
202.579379622,3,10639,80,88,86,908,F,52,35,0,0,0,0,0
203.071283928,3,11132,79,88,86,1220,F,52,35,0,0,0,0,0
203.563180763,3,11624,79,88,86,1024,F,52,35,0,0,0,0,0
204.055383483,3,12117,79,88,86,988,F,52,35,0,0,0,0,0
204.546503161,3,12608,78,88,86,1024,F,52,35,0,0,0,0,0
205.038153671,3,13100,78,88,86,1020,F,52,35,0,0,0,0,0
205.528682807,3,13591,75,88,86,1028,F,52,35,0,0,0,0,0
206.019001162,3,14081,76,88,86,1028,F,52,35,0,0,0,75,763
